gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
female,group D,some high school,standard,none,58,64,69
male,group B,some high school,free/reduced,completed,46,50,57
male,group E,high school,standard,completed,71,60,56
female,group E,associate's degree,standard,completed,80,87,92
male,group D,bachelor's degree,standard,none,91,79,82
female,group D,bachelor's degree,free/reduced,completed,79,88,91
female,group A,master's degree,standard,completed,87,94,100
male,group B,associate's degree,standard,completed,79,82,78
female,group C,high school,standard,completed,71,81,78
female,group D,bachelor's degree,free/reduced,none,59,75,73
female,group C,some college,standard,completed,88,100,100
female,group E,master's degree,free/reduced,completed,52,63,61
male,group C,high school,free/reduced,none,62,65,64
male,group D,some high school,standard,none,70,67,58
female,group C,high school,free/reduced,none,51,59,60
female,group B,some high school,standard,completed,90,97,96
male,group C,high school,standard,none,63,66,57
female,group D,some high school,free/reduced,none,63,67,74
female,group B,some college,standard,completed,67,72,71
female,group D,some college,standard,none,82,84,84
male,group E,high school,standard,completed,77,63,65
female,group D,high school,standard,none,59,78,69
female,group D,some high school,standard,completed,83,91,94
female,group C,high school,standard,none,83,91,87
female,group B,some high school,standard,none,74,71,72
male,group B,some high school,free/reduced,none,69,75,66
female,group D,high school,standard,none,66,75,75
male,group E,high school,standard,none,91,87,75
female,group C,associate's degree,free/reduced,none,71,91,91
female,group D,some college,standard,completed,93,95,100
female,group D,high school,free/reduced,none,61,67,65
female,group D,associate's degree,standard,none,81,84,84
male,group D,high school,free/reduced,none,50,47,45
female,group C,some college,free/reduced,none,44,54,56
male,group A,some college,standard,completed,93,93,90
female,group D,high school,free/reduced,completed,72,83,89
male,group D,some high school,standard,none,71,62,65
female,group E,high school,standard,none,70,67,69
female,group A,some college,standard,none,65,77,73
male,group B,high school,standard,none,85,80,69
male,group C,master's degree,standard,completed,83,80,83
male,group D,some college,standard,completed,76,63,71
female,group B,some high school,free/reduced,completed,50,60,64
female,group C,some high school,free/reduced,completed,72,88,86
male,group C,bachelor's degree,standard,none,87,82,80
female,group B,high school,free/reduced,completed,41,51,52
female,group D,associate's degree,free/reduced,completed,45,61,69
male,group C,some college,standard,completed,73,70,70
male,group C,some college,standard,none,57,50,53
female,group C,some college,standard,none,58,65,62
female,group B,some high school,standard,none,59,67,71
male,group B,master's degree,free/reduced,none,64,61,59
male,group C,some college,standard,none,81,74,72
female,group A,master's degree,free/reduced,none,62,69,71
female,group B,some high school,free/reduced,none,52,63,66
female,group B,some college,standard,none,66,70,69
male,group C,master's degree,standard,none,68,61,63
male,group B,associate's degree,standard,none,87,82,82
male,group D,associate's degree,standard,none,83,77,78
female,group B,some college,standard,completed,68,80,76
male,group B,bachelor's degree,free/reduced,completed,65,74,69
male,group A,some high school,standard,none,70,57,55
male,group C,some high school,free/reduced,none,56,53,46
female,group E,high school,standard,none,80,72,73
male,group E,high school,free/reduced,completed,68,63,61
male,group D,high school,standard,completed,76,75,75
female,group A,high school,standard,completed,64,73,73
male,group B,high school,standard,none,75,73,69
male,group A,some college,standard,none,78,67,70
female,group C,some high school,standard,none,65,71,68
female,group C,some college,standard,none,65,73,70
female,group D,associate's degree,free/reduced,completed,66,79,86
male,group B,some college,free/reduced,none,67,62,63
female,group B,associate's degree,standard,completed,73,84,86
male,group D,associate's degree,standard,none,70,61,58
male,group E,some college,free/reduced,none,61,63,51
female,group C,associate's degree,free/reduced,completed,68,81,76
female,group C,associate's degree,standard,completed,76,91,89
male,group D,some college,standard,none,68,74,65
male,group D,associate's degree,free/reduced,none,68,66,65
female,group B,associate's degree,standard,completed,64,79,81
male,group C,some college,standard,none,51,42,42
female,group E,high school,standard,none,64,68,60
male,group D,some high school,standard,none,79,67,60
male,group E,high school,standard,none,81,73,64
male,group E,some college,standard,none,75,75,68
male,group D,some high school,free/reduced,none,50,43,39
female,group D,high school,free/reduced,none,36,48,48
female,group A,some college,standard,none,53,64,64
female,group E,some high school,free/reduced,none,73,89,84
male,group C,some college,free/reduced,completed,70,75,79
male,group C,some college,standard,none,59,43,40
male,group A,associate's degree,free/reduced,none,55,54,52
female,group C,associate's degree,free/reduced,none,40,46,49
male,group D,some college,free/reduced,completed,58,54,57
female,group D,some college,free/reduced,completed,33,56,55
male,group B,bachelor's degree,standard,completed,90,100,95
male,group C,high school,standard,completed,70,68,66
male,group B,some college,standard,none,49,41,44
male,group B,some high school,standard,completed,62,59,60
female,group E,some high school,standard,none,79,90,86
female,group E,associate's degree,free/reduced,none,47,46,40
male,group E,associate's degree,standard,completed,44,40,36
female,group D,some college,standard,none,57,65,64
male,group C,associate's degree,standard,completed,80,72,73
female,group B,high school,standard,completed,65,72,72
male,group C,associate's degree,free/reduced,none,63,54,50
male,group E,some college,standard,none,89,83,79
female,group A,some high school,free/reduced,none,42,57,53
female,group C,bachelor's degree,free/reduced,completed,69,85,88
male,group C,some high school,standard,none,63,55,49
male,group E,high school,free/reduced,none,52,58,44
male,group E,bachelor's degree,standard,none,60,59,56
male,group C,some high school,standard,none,77,78,74
male,group C,high school,free/reduced,none,69,68,67
male,group C,bachelor's degree,standard,completed,78,75,72
female,group E,associate's degree,standard,completed,78,86,87
female,group B,some high school,free/reduced,none,51,63,62
male,group C,some high school,standard,none,53,54,48
male,group D,some college,standard,completed,82,83,84
male,group A,associate's degree,standard,none,70,72,72
female,group D,some college,free/reduced,none,44,35,44
male,group D,master's degree,standard,none,90,80,83
male,group C,high school,free/reduced,none,67,50,49
female,group C,some college,free/reduced,completed,48,76,68
female,group E,high school,standard,none,85,100,91
male,group C,associate's degree,standard,completed,79,76,80
male,group B,associate's degree,standard,completed,90,93,94
female,group D,some high school,standard,completed,57,67,74
male,group A,bachelor's degree,free/reduced,none,52,52,44
male,group C,some high school,free/reduced,none,73,69,65
female,group E,bachelor's degree,standard,completed,100,100,100
male,group C,bachelor's degree,standard,none,65,59,62
female,group C,some college,standard,none,55,71,62
female,group B,master's degree,standard,none,68,76,80
male,group B,some high school,standard,none,43,42,39
female,group A,some high school,standard,completed,35,53,54
male,group E,some high school,standard,none,80,78,70
male,group D,some high school,standard,none,60,55,55
female,group D,high school,standard,none,63,77,70
male,group C,some college,standard,none,64,49,55
male,group D,some college,standard,none,79,69,74
male,group C,bachelor's degree,free/reduced,completed,78,76,83
female,group B,some high school,free/reduced,completed,56,64,63
male,group B,high school,standard,none,55,52,43
male,group D,high school,free/reduced,completed,65,59,61
male,group E,some college,free/reduced,none,76,67,64
female,group E,bachelor's degree,standard,none,86,90,90
female,group A,high school,standard,completed,63,76,76
male,group D,high school,free/reduced,none,65,68,63
male,group B,associate's degree,standard,completed,60,55,58
male,group D,some college,standard,completed,42,48,48
female,group C,high school,standard,completed,79,99,97
male,group D,some high school,free/reduced,none,68,56,56
male,group C,bachelor's degree,standard,none,72,75,77
female,group E,some high school,standard,none,95,92,91
male,group E,high school,standard,none,93,83,86
male,group D,high school,standard,none,64,67,64
male,group A,associate's degree,standard,none,68,72,66
female,group E,bachelor's degree,free/reduced,none,96,97,93
male,group C,some high school,free/reduced,none,50,42,42
male,group A,bachelor's degree,standard,none,94,89,86
female,group D,some college,standard,none,84,92,91
female,group E,some high school,standard,completed,77,75,78
male,group E,master's degree,free/reduced,none,63,59,58
female,group C,associate's degree,free/reduced,none,46,59,53
male,group C,some high school,free/reduced,none,72,76,75
male,group B,some college,standard,completed,74,72,73
female,group A,high school,standard,none,56,64,59
female,group D,high school,free/reduced,completed,55,65,65
female,group C,some high school,standard,none,42,50,46
male,group B,bachelor's degree,standard,completed,72,68,68
female,group C,some college,free/reduced,completed,74,92,84
female,group B,high school,standard,completed,79,79,84
female,group C,some college,standard,none,81,98,91
male,group D,some high school,standard,none,94,85,88
female,group C,some high school,standard,none,43,51,49
male,group C,associate's degree,standard,completed,78,82,79
female,group E,some high school,free/reduced,none,59,67,69
female,group C,high school,standard,none,68,74,73
female,group E,associate's degree,free/reduced,none,50,58,54
male,group D,bachelor's degree,standard,completed,98,100,100
female,group D,some college,free/reduced,none,45,60,52
male,group D,high school,standard,none,68,64,65
male,group D,some college,free/reduced,completed,83,72,83
male,group D,associate's degree,standard,none,64,68,61
male,group B,associate's degree,free/reduced,none,58,57,52
male,group C,some high school,standard,completed,67,68,65
female,group C,associate's degree,standard,completed,76,92,89
female,group E,associate's degree,standard,none,85,85,82
female,group C,some college,standard,completed,63,69,71
female,group D,high school,free/reduced,none,35,52,46
male,group B,some high school,standard,none,68,61,62
female,group D,some college,standard,none,74,81,82
male,group D,some high school,standard,none,42,46,46
female,group D,bachelor's degree,free/reduced,completed,79,90,95
male,group D,some high school,standard,none,89,81,74
male,group A,associate's degree,standard,none,92,90,81
male,group A,some college,standard,completed,91,80,82
female,group B,some college,free/reduced,completed,39,49,53
male,group C,some high school,standard,completed,45,62,53
female,group E,some college,standard,none,72,77,80
male,group C,bachelor's degree,free/reduced,none,48,53,44
male,group B,high school,standard,none,53,53,43
female,group D,high school,standard,none,55,64,62
male,group D,associate's degree,free/reduced,none,88,83,78
male,group D,master's degree,free/reduced,completed,71,79,80
male,group E,some college,free/reduced,completed,70,72,62
female,group C,associate's degree,free/reduced,completed,54,67,73
male,group B,associate's degree,standard,completed,66,74,65
female,group D,high school,standard,completed,80,79,92
male,group E,associate's degree,standard,completed,89,77,73
female,group C,some college,free/reduced,none,67,74,81
male,group A,some high school,standard,completed,89,85,85
female,group E,associate's degree,standard,none,80,85,92
male,group A,associate's degree,standard,none,68,56,58
male,group E,some high school,standard,completed,65,54,56
male,group C,associate's degree,standard,none,53,62,53
female,group D,bachelor's degree,free/reduced,none,53,65,72
female,group E,high school,free/reduced,none,79,84,78
male,group D,bachelor's degree,standard,none,97,97,97
female,group C,master's degree,free/reduced,completed,67,83,81
female,group D,some college,standard,none,84,93,96
male,group E,some college,standard,completed,100,100,98
female,group D,master's degree,free/reduced,none,58,74,77
female,group B,bachelor's degree,standard,none,41,44,43
male,group C,high school,standard,none,69,75,69
male,group D,some college,standard,none,60,61,60
male,group C,high school,free/reduced,completed,77,79,71
female,group C,associate's degree,free/reduced,none,73,84,86
female,group D,master's degree,standard,none,63,84,79
male,group D,bachelor's degree,standard,none,88,81,76
female,group D,high school,standard,none,63,72,71
female,group B,some college,free/reduced,none,49,56,54
female,group B,bachelor's degree,standard,none,86,89,87
male,group B,some high school,free/reduced,none,55,45,42
male,group C,some college,standard,none,64,62,57
male,group D,some college,standard,completed,51,42,53
female,group B,master's degree,standard,none,70,77,80
female,group D,master's degree,free/reduced,none,78,78,77
male,group E,bachelor's degree,standard,completed,92,84,85
female,group B,some high school,standard,completed,69,74,79
male,group B,some college,standard,none,98,94,89
female,group A,associate's degree,standard,completed,90,100,100
male,group E,some college,standard,none,94,78,72
male,group D,associate's degree,standard,none,87,85,79
male,group D,master's degree,standard,none,100,98,100
female,group D,some high school,free/reduced,completed,65,74,75
male,group E,some college,standard,completed,76,56,60
female,group D,master's degree,standard,completed,84,82,87
male,group C,some college,standard,none,77,75,68
male,group D,bachelor's degree,free/reduced,none,55,64,57
female,group B,some high school,free/reduced,none,58,64,65
male,group D,some high school,free/reduced,none,50,55,52
female,group B,bachelor's degree,standard,none,84,92,99
male,group D,some college,standard,none,73,63,66
female,group B,some college,standard,completed,69,75,79
male,group E,some college,standard,none,84,78,75
male,group D,associate's degree,free/reduced,none,87,84,84
male,group A,some college,standard,completed,68,73,67
male,group D,master's degree,standard,none,82,74,71
male,group C,high school,free/reduced,none,41,45,41
male,group C,some college,standard,completed,62,62,64
male,group D,some high school,standard,completed,65,59,59
female,group D,some high school,standard,none,89,89,89
male,group D,associate's degree,free/reduced,none,60,54,53
female,group B,some college,standard,completed,57,65,70
male,group B,associate's degree,standard,none,94,91,91
male,group D,high school,standard,none,74,62,61
female,group C,bachelor's degree,free/reduced,none,73,75,75
male,group B,high school,free/reduced,completed,70,84,82
male,group C,some high school,free/reduced,none,56,55,42
male,group D,some high school,free/reduced,completed,44,41,45
female,group C,some high school,free/reduced,none,56,67,64
female,group B,some high school,standard,completed,56,72,71
female,group B,some high school,standard,none,64,68,69
male,group C,some high school,standard,none,65,62,62
female,group D,some college,free/reduced,none,33,39,39
male,group D,associate's degree,free/reduced,none,73,67,59
male,group B,high school,free/reduced,completed,56,53,56
male,group C,associate's degree,standard,completed,100,92,93
female,group B,associate's degree,free/reduced,completed,59,62,72
male,group D,bachelor's degree,standard,completed,87,84,94
male,group B,some high school,free/reduced,completed,61,63,61
female,group C,some high school,standard,none,70,79,80
female,group C,high school,free/reduced,completed,60,77,72
male,group D,associate's degree,standard,completed,72,68,68
male,group C,master's degree,free/reduced,completed,65,60,64
female,group E,some college,free/reduced,none,67,76,71
male,group C,high school,standard,none,61,55,49
male,group E,some high school,free/reduced,completed,81,74,73
female,group C,high school,standard,none,51,57,52
male,group B,high school,standard,completed,83,84,85
female,group D,high school,free/reduced,none,42,58,49
male,group E,associate's degree,standard,none,71,56,58
female,group D,some college,standard,completed,87,99,100
female,group B,master's degree,standard,completed,81,85,88
female,group C,high school,free/reduced,none,46,60,61
female,group A,master's degree,free/reduced,completed,61,70,77
female,group D,associate's degree,standard,completed,70,86,92
female,group D,associate's degree,standard,none,76,83,92
male,group C,associate's degree,standard,none,50,35,38
male,group C,some high school,standard,none,88,68,73
female,group E,some college,standard,completed,72,87,81
male,group D,bachelor's degree,standard,none,56,55,52
male,group C,associate's degree,standard,none,72,65,58
male,group A,associate's degree,standard,completed,99,100,99
male,group B,some high school,free/reduced,none,71,67,58
male,group C,high school,standard,completed,87,94,86
male,group C,associate's degree,standard,completed,82,73,77
female,group C,high school,standard,completed,78,83,89
male,group C,some college,free/reduced,completed,58,57,61
male,group C,some high school,standard,none,60,53,53
female,group D,some high school,free/reduced,completed,55,71,68
female,group D,master's degree,standard,completed,80,91,97
female,group D,high school,standard,none,66,60,62
female,group B,some college,free/reduced,completed,71,82,80
male,group D,high school,standard,completed,70,67,70
male,group C,associate's degree,free/reduced,completed,82,87,83
female,group D,associate's degree,standard,none,51,62,66
female,group C,some high school,free/reduced,none,29,51,46
male,group E,some college,standard,none,93,88,83
female,group D,associate's degree,standard,completed,86,94,97
female,group D,bachelor's degree,standard,none,79,100,97
female,group D,some high school,free/reduced,none,32,40,41
male,group E,master's degree,free/reduced,none,93,92,89
male,group C,high school,standard,none,63,60,50
male,group C,some college,standard,none,75,61,53
male,group B,some college,standard,completed,88,84,79
female,group C,high school,standard,none,37,46,42
male,group C,some college,standard,none,88,90,82
male,group D,some college,free/reduced,none,65,68,62
female,group E,bachelor's degree,free/reduced,completed,50,64,61
female,group E,some college,standard,none,71,71,69
female,group B,some high school,free/reduced,none,56,64,63
male,group B,some high school,free/reduced,completed,58,66,64
female,group B,master's degree,free/reduced,completed,61,87,82
male,group D,some college,standard,none,73,68,70
female,group C,some college,free/reduced,completed,52,69,66
female,group C,bachelor's degree,standard,none,92,100,99
male,group A,some college,free/reduced,none,35,33,31
female,group C,bachelor's degree,standard,completed,85,91,99
female,group D,some high school,standard,none,66,73,73
male,group B,some college,standard,none,58,59,48
male,group E,associate's degree,standard,none,60,59,58
female,group E,high school,free/reduced,none,77,77,80
female,group B,high school,free/reduced,completed,64,82,82
male,group C,associate's degree,standard,none,70,72,65
female,group B,bachelor's degree,free/reduced,none,64,77,81
female,group C,associate's degree,free/reduced,completed,45,62,61
male,group D,some high school,free/reduced,completed,58,61,60
female,group D,high school,standard,none,49,54,56
male,group D,some high school,standard,none,69,69,69
male,group B,some college,standard,completed,67,80,76
female,group D,bachelor's degree,standard,none,61,64,63
male,group C,some high school,standard,none,51,50,46
male,group D,associate's degree,standard,none,71,60,61
male,group B,associate's degree,standard,none,89,89,80
male,group D,associate's degree,standard,none,65,58,62
female,group B,associate's degree,free/reduced,completed,66,75,70
male,group B,high school,standard,none,69,66,61
male,group E,some college,free/reduced,completed,85,75,76
male,group D,high school,standard,none,63,63,60
female,group E,some college,standard,none,67,70,67
female,group D,master's degree,free/reduced,none,53,60,64
female,group A,high school,standard,completed,55,69,68
female,group E,associate's degree,standard,completed,96,96,97
female,group C,bachelor's degree,free/reduced,completed,38,60,58
female,group D,bachelor's degree,standard,none,89,94,99
male,group C,master's degree,standard,none,91,74,78
male,group E,some high school,free/reduced,completed,81,73,82
female,group C,some high school,standard,completed,72,82,87
male,group B,high school,standard,none,66,63,57
male,group E,some high school,standard,completed,66,52,54
female,group D,high school,free/reduced,none,53,64,68
female,group D,bachelor's degree,standard,none,71,78,83
male,group B,bachelor's degree,standard,completed,93,83,86
female,group D,some high school,free/reduced,completed,47,65,70
male,group D,high school,free/reduced,none,76,74,72
male,group C,high school,free/reduced,completed,68,58,59
female,group B,high school,free/reduced,none,72,81,78
female,group C,master's degree,standard,none,83,97,92
male,group A,some college,free/reduced,completed,67,72,72
female,group C,some high school,standard,completed,67,80,77
female,group B,bachelor's degree,standard,none,72,85,81
male,group C,some high school,free/reduced,none,35,35,26
female,group C,some high school,free/reduced,completed,44,54,59
male,group C,some high school,standard,none,79,74,75
male,group C,some college,free/reduced,completed,63,66,67
male,group B,bachelor's degree,standard,none,72,80,72
male,group D,some college,standard,none,59,50,51
male,group D,bachelor's degree,standard,completed,66,62,74
male,group E,associate's degree,standard,completed,76,73,71
female,group D,some college,free/reduced,none,31,47,46
male,group A,associate's degree,standard,completed,97,95,92
female,group C,associate's degree,standard,none,86,89,92
female,group E,bachelor's degree,standard,none,69,70,74
female,group C,master's degree,free/reduced,none,68,89,89
female,group A,associate's degree,free/reduced,completed,76,77,81
female,group E,some college,standard,none,85,76,80
female,group D,some high school,standard,completed,58,64,64
female,group D,master's degree,standard,none,41,42,47
male,group C,some college,free/reduced,none,80,79,80
male,group D,associate's degree,standard,none,70,66,59
male,group C,some high school,standard,completed,79,79,79
female,group C,associate's degree,standard,completed,76,86,81
female,group B,some college,standard,completed,55,72,78
male,group C,some high school,standard,none,40,36,36
male,group A,associate's degree,standard,completed,91,83,85
female,group B,master's degree,free/reduced,none,73,82,83
male,group D,some college,standard,none,63,55,54
male,group A,master's degree,standard,none,65,69,65
female,group E,some college,standard,none,93,88,88
male,group A,master's degree,standard,completed,93,84,81
female,group D,some high school,free/reduced,completed,45,53,56
female,group E,some high school,standard,completed,100,100,100
male,group C,some college,standard,completed,69,76,72
male,group D,some high school,standard,completed,49,41,47
male,group B,high school,standard,completed,57,56,56
male,group E,associate's degree,standard,completed,100,98,100
female,group C,some college,standard,none,83,88,88
male,group C,bachelor's degree,free/reduced,completed,54,56,63
male,group A,master's degree,standard,none,85,82,80
male,group E,high school,standard,completed,88,74,79
female,group D,associate's degree,standard,none,63,77,74
male,group B,high school,free/reduced,completed,71,62,60
female,group C,some college,standard,completed,67,74,80
male,group B,high school,standard,none,75,67,65
male,group C,associate's degree,free/reduced,completed,68,75,74
male,group C,some high school,free/reduced,none,49,55,48
female,group B,some college,standard,none,71,70,72
female,group E,associate's degree,standard,completed,91,82,89
male,group D,some high school,standard,none,73,60,57
male,group B,high school,free/reduced,none,72,67,67
female,group A,some college,standard,none,78,85,88
male,group C,associate's degree,standard,none,80,84,79
male,group C,high school,standard,none,75,71,73
female,group B,some college,free/reduced,completed,34,55,50
female,group C,some college,free/reduced,none,45,56,58
female,group D,high school,standard,completed,57,77,79
female,group C,associate's degree,standard,completed,38,47,54
male,group B,some high school,standard,none,66,63,63
female,group A,master's degree,standard,completed,69,78,82
male,group D,associate's degree,standard,completed,84,77,83
female,group D,associate's degree,standard,completed,97,100,100
male,group E,high school,free/reduced,none,55,56,48
male,group C,some college,standard,completed,97,82,86
male,group C,some college,free/reduced,none,29,28,23
female,group C,some high school,standard,none,68,66,64
male,group C,some college,standard,none,73,51,59
female,group D,some high school,standard,none,77,79,89
female,group E,associate's degree,standard,completed,92,93,95
female,group C,associate's degree,free/reduced,none,30,51,50
female,group E,some college,standard,none,74,77,82
female,group B,high school,standard,none,75,84,82
female,group C,high school,standard,completed,90,93,91
male,group B,master's degree,free/reduced,completed,81,86,84
female,group E,high school,free/reduced,completed,66,81,79
male,group C,some high school,free/reduced,none,56,58,53
male,group B,master's degree,standard,none,82,75,71
male,group D,high school,standard,completed,72,68,67
male,group A,high school,free/reduced,none,56,45,49
male,group C,high school,free/reduced,none,47,39,51
male,group B,some high school,standard,completed,56,53,46
female,group C,associate's degree,free/reduced,none,42,48,53
male,group E,high school,standard,none,70,60,54
female,group D,some high school,standard,completed,90,98,100
male,group C,associate's degree,free/reduced,completed,59,65,59
male,group E,high school,standard,completed,80,79,78
female,group C,bachelor's degree,standard,none,78,91,87
female,group B,associate's degree,standard,none,65,83,77
female,group E,bachelor's degree,free/reduced,none,54,66,58
female,group E,bachelor's degree,standard,none,63,62,62
male,group C,associate's degree,free/reduced,none,41,43,28
male,group C,associate's degree,standard,completed,89,86,85
male,group E,high school,standard,completed,65,51,50
male,group E,associate's degree,free/reduced,completed,79,88,81
male,group E,some college,free/reduced,none,57,46,45
female,group C,some college,free/reduced,none,47,53,47
female,group B,associate's degree,free/reduced,none,60,80,76
male,group A,some college,free/reduced,none,62,71,62
male,group E,high school,standard,completed,95,88,85
male,group E,high school,standard,completed,81,79,65
male,group E,some college,free/reduced,none,67,61,57
male,group C,bachelor's degree,standard,none,61,65,61
female,group E,bachelor's degree,standard,none,100,100,100
female,group B,master's degree,standard,none,84,82,78
male,group C,associate's degree,free/reduced,completed,66,67,68
male,group B,some college,standard,none,44,35,37
male,group B,some high school,standard,completed,64,65,69
male,group A,some high school,free/reduced,none,58,67,60
male,group D,bachelor's degree,standard,completed,93,82,87
male,group C,master's degree,free/reduced,completed,70,78,69
female,group D,master's degree,standard,none,88,100,100
male,group A,some high school,free/reduced,none,60,63,60
female,group B,some high school,standard,none,50,65,63
male,group C,some high school,standard,none,69,71,64
female,group A,bachelor's degree,free/reduced,completed,42,55,55
female,group C,associate's degree,standard,none,72,79,82
female,group D,some college,standard,none,36,42,46
female,group D,master's degree,free/reduced,none,66,83,80
female,group E,associate's degree,free/reduced,none,44,50,55
male,group B,some high school,standard,none,65,61,57
female,group D,some high school,free/reduced,none,35,56,55
female,group B,some college,standard,none,67,63,66
male,group D,some high school,standard,none,73,58,63
male,group C,high school,standard,none,72,71,65
female,group C,associate's degree,standard,none,75,80,75
male,group D,high school,standard,completed,92,86,89
male,group E,high school,standard,completed,69,56,53
female,group C,some high school,standard,none,25,39,33
female,group E,some high school,standard,none,91,93,88
female,group B,associate's degree,standard,none,61,67,67
male,group B,master's degree,standard,completed,79,86,81
male,group B,some college,standard,none,62,56,58
male,group D,some college,standard,none,64,67,68
male,group D,some high school,standard,none,73,63,56
female,group C,some college,standard,none,67,65,68
male,group E,associate's degree,free/reduced,none,52,39,34
female,group E,some college,standard,completed,71,75,79
male,group A,some college,standard,completed,90,76,80
female,group D,master's degree,free/reduced,none,49,51,56
female,group E,some college,standard,none,79,76,80
male,group A,some high school,standard,none,75,60,56
female,group D,some college,standard,none,84,90,91
male,group A,bachelor's degree,standard,none,75,82,79
female,group C,high school,standard,none,73,81,73
male,group D,some college,standard,completed,82,65,74
male,group B,high school,free/reduced,none,66,62,56
female,group D,some high school,standard,none,72,74,78
female,group D,master's degree,free/reduced,none,56,60,57
female,group B,high school,free/reduced,completed,46,61,62
male,group B,high school,standard,none,69,57,52
male,group C,some high school,standard,completed,97,92,82
male,group B,bachelor's degree,free/reduced,none,55,60,58
female,group E,high school,standard,completed,67,77,71
female,group D,master's degree,standard,none,91,95,100
female,group C,bachelor's degree,standard,none,72,88,87
female,group C,high school,standard,completed,66,86,80
male,group E,some college,free/reduced,none,77,61,63
male,group D,some college,standard,none,80,79,76
male,group E,associate's degree,standard,none,93,88,81
male,group B,some college,standard,none,92,88,82
female,group C,some high school,standard,none,84,88,82
male,group D,some high school,standard,completed,88,89,85
male,group C,associate's degree,standard,none,83,85,80
female,group C,some college,standard,none,71,70,72
female,group E,associate's degree,standard,none,82,79,81
female,group A,high school,free/reduced,none,40,55,52
female,group E,associate's degree,free/reduced,none,60,77,74
female,group D,some high school,standard,none,62,62,59
male,group C,some high school,standard,completed,52,43,51
male,group E,master's degree,free/reduced,none,67,71,67
female,group C,bachelor's degree,free/reduced,none,61,80,78
male,group E,master's degree,free/reduced,completed,87,77,85
female,group C,some college,free/reduced,none,56,75,72
male,group B,some college,free/reduced,none,52,47,47
female,group C,bachelor's degree,standard,completed,98,100,100
female,group B,some high school,standard,none,56,64,63
male,group D,some college,standard,none,69,63,61
male,group A,master's degree,free/reduced,completed,59,68,70
female,group D,some college,standard,none,71,74,67
male,group A,high school,free/reduced,completed,52,55,48
male,group D,high school,standard,completed,71,79,79
male,group B,master's degree,standard,completed,73,78,76
male,group E,bachelor's degree,standard,none,85,85,80
female,group D,high school,standard,completed,72,78,81
female,group C,associate's degree,standard,none,75,79,71
male,group C,high school,standard,none,79,73,70
male,group D,associate's degree,standard,completed,92,100,100
female,group B,master's degree,free/reduced,none,75,85,84
male,group E,some college,free/reduced,none,71,68,68
female,group C,bachelor's degree,free/reduced,none,61,75,73
male,group C,some high school,free/reduced,none,59,66,58
male,group D,associate's degree,free/reduced,completed,70,72,71
female,group D,high school,standard,completed,56,55,66
male,group B,high school,standard,none,52,51,48
female,group E,some high school,free/reduced,none,55,55,56
male,group D,some college,standard,completed,84,89,84
female,group C,master's degree,free/reduced,completed,65,80,77
male,group D,master's degree,standard,none,71,77,76
female,group C,master's degree,standard,none,89,89,92
female,group D,associate's degree,free/reduced,none,29,49,47
female,group C,some college,standard,none,49,59,63
female,group B,some high school,free/reduced,completed,74,84,84
female,group D,master's degree,standard,completed,65,76,80
female,group B,some college,standard,none,76,88,88
male,group B,associate's degree,standard,completed,60,62,62
male,group E,high school,standard,completed,66,61,58
male,group E,some high school,standard,completed,93,89,77
female,group A,associate's degree,standard,none,76,89,86
male,group D,some high school,free/reduced,none,83,78,74
male,group D,some college,standard,none,49,38,37
male,group C,some high school,standard,none,64,63,63
male,group D,some high school,standard,completed,87,80,86
female,group B,associate's degree,free/reduced,completed,38,48,57
female,group D,associate's degree,free/reduced,completed,55,70,76
male,group D,high school,free/reduced,completed,57,57,65
male,group C,some college,free/reduced,completed,65,65,59
male,group C,associate's degree,standard,completed,69,78,71
male,group D,associate's degree,standard,none,51,51,46
female,group B,some college,standard,none,64,70,71
female,group C,bachelor's degree,standard,completed,80,97,95
male,group C,associate's degree,standard,none,77,68,66
female,group E,some college,standard,none,73,89,91
male,group B,some high school,free/reduced,none,33,26,20
female,group E,associate's degree,free/reduced,none,70,80,82
male,group C,some high school,standard,completed,78,83,77
female,group D,associate's degree,standard,none,76,75,82
male,group E,some college,free/reduced,none,68,60,51
male,group C,some college,standard,completed,80,74,71
female,group B,some high school,standard,none,66,69,62
female,group D,some college,free/reduced,none,75,86,89
male,group C,some college,standard,none,97,90,87
female,group E,some high school,standard,completed,76,79,78
male,group D,high school,standard,none,72,55,56
female,group C,high school,free/reduced,completed,40,65,64
male,group D,some college,standard,none,94,80,80
female,group C,some college,free/reduced,none,72,78,80
male,group A,high school,free/reduced,completed,73,85,77
male,group C,associate's degree,free/reduced,completed,48,51,47
female,group D,some college,standard,none,59,66,68
male,group E,some high school,free/reduced,none,86,78,73
female,group E,associate's degree,free/reduced,completed,81,88,84
male,group D,associate's degree,standard,none,79,79,82
female,group E,some college,free/reduced,none,74,76,74
male,group C,associate's degree,free/reduced,none,68,63,59
female,group D,some high school,free/reduced,completed,66,80,77
male,group D,some high school,free/reduced,none,62,63,63
female,group E,bachelor's degree,standard,none,89,95,98
male,group A,associate's degree,standard,none,76,70,65
female,group B,some high school,standard,none,72,79,74
female,group C,high school,free/reduced,none,60,81,72
male,group D,bachelor's degree,free/reduced,none,72,76,75
female,group C,bachelor's degree,standard,none,51,63,66
female,group C,high school,standard,none,52,58,48
male,group D,bachelor's degree,standard,none,70,61,63
